id,classifier_id,ad_id,classification,ease,timestamp
4052,199,4158481,semi_presence,easy,2025-01-28 00:30:54
1910,397,5589097,semi_presence,easy,2025-01-28 00:31:18
2875,34,5312655,semi_remote,easy,2025-01-28 00:32:36
198,3,4132152,temp_remote,easy,2025-01-28 00:33:12
488,232,4040962,tot_remote,easy,2025-01-28 00:33:12
144,2,2188905,not_clear_remote,medium,2025-01-28 00:33:18
3610,3,4062255,temp_remote,easy,2025-01-28 00:34:06
2318,331,4562413,tot_remote,medium,2025-01-28 00:34:30
403,166,4650466,semi_presence,easy,2025-01-28 00:34:42
4593,397,5116702,semi_remote,easy,2025-01-28 00:35:24
4244,34,4100427,not_remote,easy,2025-01-28 00:35:42
905,397,5220369,semi_remote,easy,2025-01-28 00:37:00
47,265,4154691,tot_remote,medium,2025-01-28 00:37:18
43,133,3205966,not_remote,easy,2025-01-28 00:37:36
4910,298,5665707,semi_remote,easy,2025-01-28 00:38:12
2190,265,4187668,temp_remote,easy,2025-01-28 00:38:36
1342,34,5301312,tot_remote,easy,2025-01-28 00:39:00
1354,67,217039,not_remote,medium,2025-01-28 00:39:06
2530,67,4087690,tot_remote,easy,2025-01-28 00:41:30
4543,265,4140650,tot_remote,easy,2025-01-28 00:42:12
2397,199,4170773,tot_remote,easy,2025-01-28 00:44:06
3464,232,5279360,tot_remote,easy,2025-01-28 00:44:12
1088,166,5170944,tot_remote,medium,2025-01-28 00:44:12
3374,2,785636,tot_remote,medium,2025-01-28 00:44:30
1340,199,2451548,not_remote,easy,2025-01-28 00:45:12
3029,100,3099126,semi_remote,medium,2025-01-28 00:45:24
466,166,4076185,not_clear_remote,hard,2025-01-28 00:46:54
4468,298,5386817,tot_remote,medium,2025-01-28 00:47:12
3364,34,5588452,semi_remote,easy,2025-01-28 00:47:24
600,67,4137466,temp_remote,easy,2025-01-28 00:47:24
1499,67,5081082,not_clear_remote,medium,2025-01-28 00:49:24
4009,331,4120236,temp_remote,easy,2025-01-28 00:50:24
4254,2,4264201,not_clear_remote,medium,2025-01-28 00:51:18
4226,3,4131612,semi_presence,easy,2025-01-28 00:54:00
4598,298,2774274,not_remote,easy,2025-01-28 00:55:42
2719,166,5482331,tot_remote,medium,2025-01-28 00:55:48
4309,100,5103856,not_remote,easy,2025-01-28 00:56:24
2062,133,4143774,not_clear_remote,medium,2025-01-28 00:56:48
2601,265,5217585,tot_remote,easy,2025-01-28 00:58:30
3814,232,4264039,not_clear_remote,easy,2025-01-28 00:58:36
1494,133,5079358,not_clear_remote,medium,2025-01-28 00:59:12
1260,133,4054466,not_remote,medium,2025-01-28 00:59:54
3001,67,5662697,tot_remote,easy,2025-01-28 01:02:12
1466,397,5577328,semi_presence,easy,2025-01-28 01:02:42
3653,331,790006,not_clear_remote,easy,2025-01-28 01:04:48
2969,232,3845192,not_remote,easy,2025-01-28 01:05:12
583,199,5542576,not_clear_remote,medium,2025-01-28 01:07:42
88,34,5069656,not_clear_remote,easy,2025-01-28 01:07:54
2039,298,311586,tot_remote,easy,2025-01-28 01:09:00
139,265,3301802,semi_presence,easy,2025-01-28 01:09:36
1861,199,5619354,not_clear_remote,easy,2025-01-28 01:10:48
1416,3,4145566,tot_remote,easy,2025-01-28 01:11:30
3147,397,5456411,tot_remote,easy,2025-01-28 01:11:42
1417,298,5641368,tot_remote,easy,2025-01-28 01:12:06
807,166,4079695,not_remote,hard,2025-01-28 01:12:18
3845,100,5455302,tot_remote,easy,2025-01-28 01:12:24
1836,133,5106677,temp_remote,easy,2025-01-28 01:12:48
4424,67,3820564,semi_presence,easy,2025-01-28 01:13:24
2484,3,4448000,semi_remote,medium,2025-01-28 01:13:54
3974,265,4059705,not_remote,medium,2025-01-28 01:14:00
3406,34,4112908,semi_remote,easy,2025-01-28 01:14:42
2072,232,4109234,not_clear_remote,easy,2025-01-28 01:15:00
2327,133,2970644,tot_remote,easy,2025-01-28 01:15:36
4678,265,5553821,semi_presence,easy,2025-01-28 01:16:30
4625,34,4029594,semi_presence,easy,2025-01-28 01:17:30
2948,166,5447583,tot_remote,easy,2025-01-28 01:18:18
224,298,5035189,not_remote,easy,2025-01-28 01:20:42
89,67,3307670,tot_remote,easy,2025-01-28 01:21:06
2784,3,4091912,temp_remote,easy,2025-01-28 01:21:18
2643,397,4046448,temp_remote,easy,2025-01-28 01:21:48
654,265,4659462,semi_remote,easy,2025-01-28 01:22:36
4248,100,3012619,not_remote,medium,2025-01-28 01:22:36
4265,232,5178942,semi_remote,easy,2025-01-28 01:22:36
4346,133,5118292,tot_remote,easy,2025-01-28 01:23:18
3654,397,5098304,tot_remote,easy,2025-01-28 01:23:54
2407,397,5421335,semi_remote,easy,2025-01-28 01:24:18
504,265,5014239,semi_presence,medium,2025-01-28 01:27:06
1548,133,4132624,not_clear_remote,hard,2025-01-28 01:29:30
2150,133,5114008,not_remote,easy,2025-01-28 01:29:30
4557,166,5450137,not_remote,hard,2025-01-28 01:30:42
766,199,3269783,semi_remote,medium,2025-01-28 01:31:12
3665,100,5048699,not_clear_remote,medium,2025-01-28 01:32:12
908,34,4136305,tot_remote,easy,2025-01-28 01:32:42
2007,397,5158851,semi_remote,easy,2025-01-28 01:32:54
4006,397,4059232,tot_remote,easy,2025-01-28 01:34:18
993,265,5006494,tot_remote,easy,2025-01-28 01:34:36
3440,133,4052790,temp_remote,easy,2025-01-28 01:37:00
4982,397,4036797,not_clear_remote,medium,2025-01-28 01:37:54
2506,166,5593298,semi_presence,easy,2025-01-28 01:37:54
1823,133,4145044,semi_remote,medium,2025-01-28 01:38:18
1809,133,5315055,not_clear_remote,easy,2025-01-28 01:39:00
2656,232,4276011,tot_remote,easy,2025-01-28 01:40:24
3802,265,5019635,semi_presence,medium,2025-01-28 01:41:12
4819,397,5100850,semi_remote,easy,2025-01-28 01:42:36
3308,265,1870699,tot_remote,easy,2025-01-28 01:43:54
1731,34,5296514,not_clear_remote,easy,2025-01-28 01:45:24
1892,100,4088855,semi_presence,easy,2025-01-28 01:46:36
2065,232,4193334,tot_remote,easy,2025-01-28 01:46:36
950,265,5407459,tot_remote,easy,2025-01-28 01:47:42
2133,199,3532506,not_remote,easy,2025-01-28 01:49:30
2322,133,5310812,temp_remote,easy,2025-01-28 01:49:42
4002,397,5090749,tot_remote,easy,2025-01-28 01:50:06
877,34,5189170,not_clear_remote,easy,2025-01-28 01:50:30
4126,166,2992060,semi_presence,medium,2025-01-28 01:51:06
741,34,4137528,not_remote,easy,2025-01-28 01:51:30
890,34,4210767,not_remote,easy,2025-01-28 01:51:36
3707,397,5185629,semi_remote,easy,2025-01-28 01:51:36
4074,2,4098536,tot_remote,medium,2025-01-28 01:51:54
5077,265,4070556,temp_remote,medium,2025-01-28 01:54:06
1711,298,415008,tot_remote,medium,2025-01-28 01:55:42
2115,397,4060412,temp_remote,easy,2025-01-28 01:56:30
2602,397,5145263,not_remote,medium,2025-01-28 01:56:54
4443,199,5361022,tot_remote,easy,2025-01-28 01:59:18
865,34,5185164,tot_remote,easy,2025-01-28 02:00:00
3726,199,4089651,tot_remote,easy,2025-01-28 02:00:06
4682,265,3348200,not_remote,easy,2025-01-28 02:00:36
3309,265,4106279,tot_remote,easy,2025-01-28 02:00:54
5097,166,5136723,semi_remote,easy,2025-01-28 02:01:24
1581,100,4566179,semi_remote,easy,2025-01-28 02:02:12
3250,199,4621645,semi_remote,medium,2025-01-28 02:02:18
2559,34,3005374,not_clear_remote,easy,2025-01-28 02:03:36
696,232,1411610,tot_remote,easy,2025-01-28 02:04:12
1758,5,4209642,not_clear_remote,easy,2025-01-28 02:06:36
3357,298,4034692,tot_remote,easy,2025-01-28 02:07:00
4182,265,3399211,not_remote,easy,2025-01-28 02:07:42
1402,199,4477047,tot_remote,easy,2025-01-28 02:08:00
4135,397,5095807,tot_remote,easy,2025-01-28 02:08:54
1041,166,4091980,temp_remote,hard,2025-01-28 02:09:06
4520,67,3694308,not_remote,medium,2025-01-28 02:10:00
3068,34,4034868,temp_remote,easy,2025-01-28 02:10:18
1966,133,3074608,not_remote,medium,2025-01-28 02:10:30
1111,265,5107024,tot_remote,easy,2025-01-28 02:12:12
1071,100,4298512,semi_remote,medium,2025-01-28 02:12:54
4766,397,4054013,not_remote,easy,2025-01-28 02:14:06
3394,34,275684,tot_remote,easy,2025-01-28 02:14:12
2390,133,4486761,not_clear_remote,easy,2025-01-28 02:14:36
3938,5,4220753,tot_remote,easy,2025-01-28 02:16:54
1423,265,1765399,tot_remote,medium,2025-01-28 02:17:12
2544,34,4032874,temp_remote,easy,2025-01-28 02:17:48
2863,397,5086664,tot_remote,easy,2025-01-28 02:19:30
4954,3,4117738,tot_remote,easy,2025-01-28 02:20:18
3303,133,4537911,tot_remote,easy,2025-01-28 02:22:42
2596,100,4482498,temp_remote,easy,2025-01-28 02:23:12
2447,199,5035189,not_remote,easy,2025-01-28 02:24:12
4148,166,5145263,not_remote,hard,2025-01-28 02:24:24
2537,133,5088064,not_clear_remote,medium,2025-01-28 02:24:36
4705,34,5283644,semi_remote,easy,2025-01-28 02:25:48
2803,34,5479673,not_clear_remote,easy,2025-01-28 02:26:30
3393,265,5114113,not_remote,easy,2025-01-28 02:27:30
3896,166,2645785,not_remote,medium,2025-01-28 02:29:18
0,133,4068959,temp_remote,easy,2025-01-28 02:30:18
2868,397,5113763,semi_presence,easy,2025-01-28 02:30:30
2030,5,4115829,not_clear_remote,easy,2025-01-28 02:30:36
3868,2,4109320,not_clear_remote,easy,2025-01-28 02:30:42
2520,397,5596368,not_remote,medium,2025-01-28 02:31:24
2023,34,5657602,not_clear_remote,easy,2025-01-28 02:35:06
4195,67,5294337,tot_remote,hard,2025-01-28 02:35:54
3608,5,5121456,tot_remote,easy,2025-01-28 02:36:24
4400,397,4062557,tot_remote,easy,2025-01-28 02:37:36
974,199,5045811,not_clear_remote,easy,2025-01-28 02:37:48
3212,397,4268520,tot_remote,easy,2025-01-28 02:38:18
3672,166,5295720,not_remote,easy,2025-01-28 02:40:36
4063,265,4303400,tot_remote,medium,2025-01-28 02:40:48
3921,100,5038059,not_clear_remote,medium,2025-01-28 02:43:42
255,298,4056456,tot_remote,easy,2025-01-28 02:43:54
4856,100,5644913,semi_remote,easy,2025-01-28 02:44:18
4783,199,5080552,temp_remote,easy,2025-01-28 02:44:18
787,67,4538103,tot_remote,easy,2025-01-28 02:45:48
2324,100,1524704,semi_remote,easy,2025-01-28 02:45:48
42,199,5415292,semi_remote,medium,2025-01-28 02:45:54
1763,397,5486507,semi_remote,easy,2025-01-28 02:47:12
3818,166,4229488,tot_remote,medium,2025-01-28 02:47:54
2523,34,5134266,not_remote,easy,2025-01-28 02:47:54
3556,34,5662697,tot_remote,easy,2025-01-28 02:48:18
1546,265,4117170,tot_remote,easy,2025-01-28 02:49:18
1944,5,4052509,temp_remote,easy,2025-01-28 02:49:36
3106,34,5290093,not_clear_remote,easy,2025-01-28 02:50:18
1800,67,4215468,temp_remote,medium,2025-01-28 02:53:36
969,2,4585061,tot_remote,medium,2025-01-28 02:54:48
4821,199,3423947,not_remote,easy,2025-01-28 02:55:24
237,166,4113784,tot_remote,medium,2025-01-28 02:55:36
2909,2,4110705,tot_remote,easy,2025-01-28 02:58:24
761,133,4063008,tot_remote,easy,2025-01-28 02:58:42
3988,199,5085045,tot_remote,easy,2025-01-28 02:58:48
3179,67,4084190,temp_remote,easy,2025-01-28 02:58:54
730,397,4056033,tot_remote,easy,2025-01-28 03:01:12
1463,5,4054466,not_remote,easy,2025-01-28 03:01:54
3298,166,5220577,tot_remote,easy,2025-01-28 03:03:24
3524,133,5646385,semi_remote,easy,2025-01-28 03:04:06
3673,232,5313019,semi_remote,easy,2025-01-28 03:05:12
246,2,5298346,not_clear_remote,easy,2025-01-28 03:05:24
3996,397,4282278,semi_remote,easy,2025-01-28 03:05:24
2399,199,4088635,not_clear_remote,easy,2025-01-28 03:05:54
5003,34,4138855,temp_remote,easy,2025-01-28 03:07:06
186,199,4063229,tot_remote,easy,2025-01-28 03:07:30
5058,199,4138744,not_clear_remote,easy,2025-01-28 03:10:00
2442,67,4551161,tot_remote,easy,2025-01-28 03:10:54
1113,265,5364021,tot_remote,easy,2025-01-28 03:11:30
324,199,5491028,tot_remote,easy,2025-01-28 03:14:06
1778,133,5379391,not_clear_remote,medium,2025-01-28 03:14:12
4347,133,4112415,not_clear_remote,medium,2025-01-28 03:15:12
2463,133,5096110,not_clear_remote,hard,2025-01-28 03:15:12
4457,5,5118239,semi_remote,easy,2025-01-28 03:15:24
2225,100,4133310,semi_remote,easy,2025-01-28 03:16:30
1246,67,4208684,semi_remote,easy,2025-01-28 03:16:48
4097,34,2313809,tot_remote,easy,2025-01-28 03:17:36
1783,100,4320968,tot_remote,easy,2025-01-28 03:21:24
448,199,4096208,not_clear_remote,easy,2025-01-28 03:22:24
3841,232,5317471,semi_remote,easy,2025-01-28 03:23:30
1181,397,4264201,tot_remote,easy,2025-01-28 03:24:48
5074,265,4067463,temp_remote,medium,2025-01-28 03:26:42
2772,5,3028204,not_remote,easy,2025-01-28 03:27:00
3636,133,4249241,not_clear_remote,easy,2025-01-28 03:27:12
4151,133,4095794,tot_remote,easy,2025-01-28 03:29:00
1250,67,635685,not_clear_remote,easy,2025-01-28 03:30:12
1850,166,5226737,semi_remote,medium,2025-01-28 03:31:54
1974,199,5527709,not_clear_remote,easy,2025-01-28 03:34:54
153,298,5320211,tot_remote,easy,2025-01-28 03:35:42
612,166,5210479,semi_remote,medium,2025-01-28 03:39:36
1898,5,4230059,semi_presence,easy,2025-01-28 03:39:48
5045,199,5536330,tot_remote,easy,2025-01-28 03:42:36
378,34,4131602,semi_remote,easy,2025-01-28 03:43:18
2378,67,4531983,not_clear_remote,hard,2025-01-28 03:43:24
669,67,3423947,not_remote,easy,2025-01-28 03:43:30
2313,133,4110900,tot_remote,easy,2025-01-28 03:44:18
784,265,4316785,semi_presence,medium,2025-01-28 03:49:54
1305,265,4126756,semi_presence,easy,2025-01-28 03:50:24
1324,199,2953481,not_remote,easy,2025-01-28 03:50:30
4386,199,5077736,not_clear_remote,easy,2025-01-28 03:51:18
219,133,5423587,tot_remote,easy,2025-01-28 03:52:00
2585,100,4310726,tot_remote,easy,2025-01-28 03:52:36
2904,5,5309199,semi_presence,easy,2025-01-28 03:52:42
2994,133,5578181,not_clear_remote,medium,2025-01-28 03:52:42
708,34,5646852,semi_remote,easy,2025-01-28 03:55:00
2696,133,5386398,tot_remote,easy,2025-01-28 03:55:42
465,265,4215429,tot_remote,medium,2025-01-28 03:59:00
2314,3,5342113,semi_remote,easy,2025-01-28 03:59:36
4495,166,4087743,tot_remote,easy,2025-01-28 04:00:06
3390,397,4277874,tot_remote,easy,2025-01-28 04:00:12
5114,5,3730162,semi_presence,easy,2025-01-28 04:02:00
4179,199,4064160,tot_remote,easy,2025-01-28 04:03:12
3467,265,5624781,tot_remote,easy,2025-01-28 04:03:30
4984,100,4143345,semi_remote,easy,2025-01-28 04:03:54
680,397,4457979,semi_presence,easy,2025-01-28 04:04:06
4361,265,4105388,temp_remote,medium,2025-01-28 04:04:30
633,3,4143477,tot_remote,easy,2025-01-28 04:04:54
4312,166,5231235,tot_remote,medium,2025-01-28 04:05:42
1718,166,5079243,semi_remote,medium,2025-01-28 04:06:36
3439,298,4136021,semi_remote,easy,2025-01-28 04:08:30
197,34,4159976,tot_remote,easy,2025-01-28 04:08:48
2045,199,4124477,tot_remote,easy,2025-01-28 04:09:12
3462,133,5587649,tot_remote,medium,2025-01-28 04:09:48
3858,199,5351958,tot_remote,easy,2025-01-28 04:11:30
472,166,5669375,semi_remote,medium,2025-01-28 04:11:54
154,34,4115250,temp_remote,easy,2025-01-28 04:12:00
2953,166,5478608,tot_remote,easy,2025-01-28 04:13:24
1050,34,3399968,tot_remote,easy,2025-01-28 04:14:12
518,5,4249095,not_clear_remote,easy,2025-01-28 04:17:24
4351,265,4158229,tot_remote,easy,2025-01-28 04:17:36
720,2,4277874,tot_remote,easy,2025-01-28 04:17:36
1570,133,3688780,not_remote,easy,2025-01-28 04:20:12
4172,397,5600585,semi_remote,easy,2025-01-28 04:20:42
238,133,3628549,tot_remote,easy,2025-01-28 04:22:30
3117,265,4337534,not_clear_remote,medium,2025-01-28 04:22:36
3476,3,3580199,not_remote,easy,2025-01-28 04:23:12
1560,100,5568665,semi_remote,easy,2025-01-28 04:24:24
358,199,4099436,temp_remote,easy,2025-01-28 04:26:54
196,34,5397478,tot_remote,easy,2025-01-28 04:27:18
2218,34,5642077,temp_remote,easy,2025-01-28 04:27:48
5051,133,882364,not_remote,easy,2025-01-28 04:29:06
1370,166,4125237,tot_remote,medium,2025-01-28 04:29:36
1683,397,5078586,semi_remote,easy,2025-01-28 04:29:54
2299,265,5597409,semi_presence,easy,2025-01-28 04:32:48
1379,100,4141771,tot_remote,easy,2025-01-28 04:33:00
2481,5,677456,not_clear_remote,easy,2025-01-28 04:33:24
1189,100,5387120,semi_presence,easy,2025-01-28 04:33:42
2275,298,354279,not_remote,medium,2025-01-28 04:33:42
3243,34,4151242,not_clear_remote,easy,2025-01-28 04:34:24
4684,199,633135,tot_remote,easy,2025-01-28 04:35:36
2949,397,5207149,semi_presence,easy,2025-01-28 04:35:48
1899,199,2313797,tot_remote,easy,2025-01-28 04:38:18
1228,265,3593231,not_remote,easy,2025-01-28 04:39:12
809,3,4133310,semi_presence,easy,2025-01-28 04:41:18
2323,397,5501418,semi_remote,easy,2025-01-28 04:41:24
4545,265,4134634,temp_remote,easy,2025-01-28 04:42:06
1978,100,4081720,tot_remote,easy,2025-01-28 04:42:24
266,34,4228559,not_clear_remote,easy,2025-01-28 04:42:42
4483,67,5590518,semi_remote,medium,2025-01-28 04:44:42
4035,67,5638488,tot_remote,easy,2025-01-28 04:45:36
401,100,1775438,tot_remote,easy,2025-01-28 04:48:54
2589,34,4154899,temp_remote,easy,2025-01-28 04:49:00
3170,199,5176856,not_clear_remote,easy,2025-01-28 04:49:30
388,166,5640366,semi_remote,medium,2025-01-28 04:49:42
4936,34,419006,not_remote,easy,2025-01-28 04:50:48
4836,133,5347511,tot_remote,easy,2025-01-28 04:52:00
2518,133,4220753,tot_remote,easy,2025-01-28 04:53:18
781,100,5385597,tot_remote,easy,2025-01-28 04:53:36
1427,397,4015502,tot_remote,easy,2025-01-28 04:53:54
3616,265,5096242,tot_remote,easy,2025-01-28 04:54:42
1336,397,4492878,semi_remote,easy,2025-01-28 04:55:42
4830,34,4114343,temp_remote,easy,2025-01-28 04:57:06
2472,5,742847,tot_remote,medium,2025-01-28 04:57:42
4266,265,394570,temp_remote,easy,2025-01-28 04:58:18
1284,298,3660764,semi_remote,easy,2025-01-28 04:58:42
3404,199,5184069,tot_remote,easy,2025-01-28 05:00:36
4796,331,4207774,not_clear_remote,medium,2025-01-28 05:01:00
995,34,495162,semi_presence,easy,2025-01-28 05:01:12
586,133,4048393,tot_remote,easy,2025-01-28 05:01:48
2224,397,5463960,semi_presence,easy,2025-01-28 05:02:36
3620,34,4149681,tot_remote,easy,2025-01-28 05:02:42
2661,133,4296049,tot_remote,easy,2025-01-28 05:03:00
1226,133,4059568,not_clear_remote,medium,2025-01-28 05:03:18
716,67,4131602,semi_remote,easy,2025-01-28 05:03:30
3075,199,4061619,tot_remote,easy,2025-01-28 05:07:06
1655,265,5099966,semi_presence,easy,2025-01-28 05:08:36
1656,2,5308976,not_remote,easy,2025-01-28 05:09:12
171,298,5287796,semi_presence,easy,2025-01-28 05:12:06
4967,397,4087719,temp_remote,easy,2025-01-28 05:13:12
2840,199,5271701,not_clear_remote,easy,2025-01-28 05:14:30
1607,100,4069320,tot_remote,easy,2025-01-28 05:14:30
4375,331,732583,tot_remote,easy,2025-01-28 05:15:00
756,3,5349102,tot_remote,easy,2025-01-28 05:15:42
4628,166,659112,not_clear_remote,easy,2025-01-28 05:16:18
3631,5,5603708,semi_remote,easy,2025-01-28 05:17:30
1046,265,5601240,not_clear_remote,easy,2025-01-28 05:22:12
91,133,4350634,semi_remote,medium,2025-01-28 05:23:36
1749,199,5348247,semi_remote,easy,2025-01-28 05:24:48
4369,397,5132466,tot_remote,easy,2025-01-28 05:25:00
2891,67,4221958,temp_remote,easy,2025-01-28 05:25:54
1829,34,5637026,not_clear_remote,easy,2025-01-28 05:26:06
27,67,5361497,not_clear_remote,hard,2025-01-28 05:27:36
981,199,3860039,not_remote,easy,2025-01-28 05:27:42
2800,397,4507313,semi_remote,easy,2025-01-28 05:28:54
1235,166,5082445,semi_remote,easy,2025-01-28 05:28:54
3689,331,5129395,tot_remote,easy,2025-01-28 05:29:42
3983,5,4112158,temp_remote,medium,2025-01-28 05:29:42
927,298,4124448,temp_remote,easy,2025-01-28 05:30:00
4828,298,5662440,not_remote,easy,2025-01-28 05:30:30
1201,265,4141688,temp_remote,easy,2025-01-28 05:30:48
1743,397,5196896,tot_remote,easy,2025-01-28 05:33:12
5050,298,4137446,not_clear_remote,medium,2025-01-28 05:33:18
1090,67,4329828,tot_remote,easy,2025-01-28 05:33:42
4834,34,4238843,not_remote,easy,2025-01-28 05:33:42
2206,166,4089233,not_clear_remote,easy,2025-01-28 05:34:06
4698,397,4088144,temp_remote,easy,2025-01-28 05:36:48
150,298,5289848,not_remote,medium,2025-01-28 05:37:00
1847,133,5413798,semi_remote,medium,2025-01-28 05:37:06
2452,34,5271752,not_remote,easy,2025-01-28 05:38:36
4482,199,5354805,not_clear_remote,easy,2025-01-28 05:39:12
3093,100,4484780,semi_presence,easy,2025-01-28 05:41:30
3605,397,4485503,semi_remote,easy,2025-01-28 05:42:12
3114,331,4052509,temp_remote,easy,2025-01-28 05:43:00
1751,199,5283333,not_remote,easy,2025-01-28 05:43:42
4240,34,4130240,not_clear_remote,easy,2025-01-28 05:45:42
2027,232,3616474,not_remote,easy,2025-01-28 05:46:18
4283,34,5462967,not_clear_remote,easy,2025-01-28 05:46:48
4602,166,4090039,tot_remote,easy,2025-01-28 05:48:54
3832,67,5320485,semi_remote,easy,2025-01-28 05:50:00
4045,5,4243640,not_remote,easy,2025-01-28 05:50:42
2102,3,5337833,tot_remote,easy,2025-01-28 05:51:36
52,34,4056783,semi_remote,easy,2025-01-28 05:52:00
2502,397,5565689,semi_remote,easy,2025-01-28 05:52:48
2005,397,4025181,tot_remote,easy,2025-01-28 05:52:54
4890,133,5607010,not_remote,easy,2025-01-28 05:53:00
2821,265,4027335,temp_remote,easy,2025-01-28 05:53:30
2745,331,4050578,temp_remote,easy,2025-01-28 05:53:42
2887,100,3128352,not_clear_remote,hard,2025-01-28 05:54:06
1692,166,4340961,tot_remote,easy,2025-01-28 05:56:18
4509,5,3500383,tot_remote,easy,2025-01-28 05:57:06
5040,67,3873908,tot_remote,hard,2025-01-28 05:57:24
3692,298,4573968,tot_remote,easy,2025-01-28 05:59:00
2683,232,5098130,tot_remote,easy,2025-01-28 05:59:06
2880,100,2960425,tot_remote,easy,2025-01-28 05:59:42
1858,199,4178758,not_clear_remote,easy,2025-01-28 05:59:54
727,2,4291952,not_clear_remote,easy,2025-01-28 06:01:12
3638,331,5167070,semi_presence,easy,2025-01-28 06:02:12
3362,67,4105455,semi_remote,easy,2025-01-28 06:02:42
2827,199,5088293,not_remote,easy,2025-01-28 06:03:06
1550,265,4297671,tot_remote,easy,2025-01-28 06:03:12
4250,34,5469736,tot_remote,easy,2025-01-28 06:03:48
1872,67,3664084,semi_presence,easy,2025-01-28 06:05:36
1748,298,5021650,tot_remote,easy,2025-01-28 06:06:06
1922,2,5600585,not_clear_remote,easy,2025-01-28 06:07:54
124,34,5473381,not_clear_remote,easy,2025-01-28 06:09:54
2676,331,4043948,tot_remote,easy,2025-01-28 06:10:42
1524,397,5193360,tot_remote,easy,2025-01-28 06:10:54
2423,199,4376019,not_clear_remote,easy,2025-01-28 06:12:12
4627,67,5268794,temp_remote,easy,2025-01-28 06:12:54
2993,5,5368924,not_remote,easy,2025-01-28 06:14:18
673,133,5613342,not_clear_remote,hard,2025-01-28 06:14:18
4010,3,3612192,not_remote,easy,2025-01-28 06:17:00
5120,2,5207149,not_clear_remote,easy,2025-01-28 06:20:30
5025,2,4107178,temp_remote,easy,2025-01-28 06:21:24
3624,298,4081617,temp_remote,easy,2025-01-28 06:22:24
2339,34,5446448,not_remote,easy,2025-01-28 06:24:24
3492,265,4244213,not_remote,hard,2025-01-28 06:25:36
2095,331,4089233,tot_remote,easy,2025-01-28 06:26:00
4611,133,5429755,semi_presence,medium,2025-01-28 06:26:12
235,67,3792490,semi_presence,easy,2025-01-28 06:26:48
2533,100,4105646,semi_remote,medium,2025-01-28 06:27:18
816,34,3860745,not_remote,easy,2025-01-28 06:29:24
2455,100,4149681,tot_remote,easy,2025-01-28 06:30:24
2684,34,4048526,tot_remote,easy,2025-01-28 06:30:30
4120,265,4197759,semi_remote,medium,2025-01-28 06:30:48
1597,397,4089089,tot_remote,easy,2025-01-28 06:36:24
2274,2,423533,not_remote,easy,2025-01-28 06:36:48
